customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
4146-OQDTQ,0,22,19.65,6703.5,Female,No,No,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
2783-PSHNM,1,41,78.45,602.9,Male,No,No,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
2217-NEQOR,1,60,75.75,48.6,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),No
3497-PSKTX,1,40,19.75,5124.6,Female,Yes,No,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No
6163-XMRZO,0,71,93.85,1554.9,Female,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),No
8353-YWVKB,0,36,25.75,1261.45,Female,No,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
8968-OLQKT,0,7,110.8,2483.5,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,No
4771-QMNQU,1,25,89.45,111.05,Male,Yes,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,Yes
7477-TLBZD,1,55,45.05,769.1,Female,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,No
9145-KPPNY,0,48,95.1,4484.05,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No
8885-RVVPX,0,72,85.9,2633.4,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,No
7684-ABWHX,0,46,94.0,1156.1,Female,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Electronic check,No
8107-WIMEC,1,1,116.15,105.6,Female,No,No,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7886-YHZXG,0,29,54.5,3990.75,Female,Yes,Yes,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
3244-QNVRR,0,15,69.1,460.25,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
6638-WUIKN,0,3,74.65,270.6,Male,No,Yes,No,No,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),No
4267-CVODD,0,15,89.9,3582.4,Female,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,No
5678-IIOIQ,0,3,75.65,875.55,Male,Yes,No,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,No
9441-LHJQG,1,4,100.55,4860.85,Female,No,No,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),No
4635-FBYWZ,0,30,59.6,6342.7,Male,No,No,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
9572-BTEQA,0,61,95.5,1008.7,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),No
1261-XJLBN,0,52,19.7,5717.85,Male,Yes,No,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
5663-KSWXQ,0,34,20.35,4111.35,Female,Yes,No,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
0569-YKISQ,0,36,20.35,4858.7,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
9192-BBMYM,0,69,75.6,1673.8,Female,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
0519-SPJDG,0,50,94.05,4103.9,Female,No,No,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,No
6262-KBRQE,0,72,50.4,2404.85,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
8937-IYJJQ,0,60,106.4,3815.4,Female,Yes,No,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,No
7484-BDWFL,0,2,74.95,1776.45,Female,No,Yes,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
0772-PAJFY,0,63,73.85,654.85,Female,Yes,No,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Two year,No,Mailed check,No
7774-MLVEQ,0,3,106.55,115.1,Female,No,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,No
4231-ZUKZN,0,38,103.95,7869.05,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,No
9858-HRORT,0,9,74.0,5731.45,Male,No,No,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,No
4404-ULQGC,0,55,64.35,1416.5,Male,No,No,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,No
3878-IWGKY,0,35,80.8,19.25,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,No
4289-CELEU,0,14,110.6,926.0,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),No
0530-UMXBV,1,7,94.2,654.55,Female,No,No,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,No
9531-AOWPY,0,69,75.75,20.3,Female,Yes,No,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,No
4329-WEZYL,0,38,102.45,2200.7,Male,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),No
9629-JDUZQ,0,15,40.1,5769.6,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),No
4709-FYLCX,0,10,79.15,2888.7,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,Yes
8229-AOTVJ,1,1,62.8,99.75,Female,No,No,No,No,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
0151-EUCCI,0,15,84.2,4614.55,Male,Yes,No,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
5222-OEWMQ,0,72,78.5,4304.5,Male,No,No,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
1956-UCDVK,0,21,26.5,1240.25,Male,No,No,Yes,No,No,Yes,No internet service,No,No,No,No,Two year,No,Mailed check,No
6073-YFJFV,0,54,110.5,7076.35,Female,Yes,Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,No
2274-FVTWL,0,21,88.9,131.05,Female,No,No,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,No
6521-IUMSF,0,26,20.25,1117.55,Male,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
7427-BTGXU,1,33,80.3,1232.9,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,No
1521-YLDEL,0,10,81.55,503.6,Male,Yes,No,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),No
7888-IBMIH,0,12,51.2,6733.0,Male,Yes,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No
7435-LMXDP,0,1,24.4,42.45,Male,No,No,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,Yes
1228-DHTAQ,0,37,19.5,7713.55,Male,No,No,Yes,No,No,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),Yes
9184-SKZHP,0,10,20.1,24.75,Male,No,No,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,Yes
0017-THLDN,0,13,44.45,1396.9,Male,Yes,No,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
1251-YEBKR,0,65,90.15,1567.0,Male,Yes,No,Yes,No,No,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),Yes
5086-TKIZY,0,19,20.0,1587.55,Male,No,No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No
3392-BQYGY,0,3,44.7,5538.35,Female,No,Yes,Yes,No phone service,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,Yes
0066-FJAAZ,0,12,66.85,1363.25,Male,Yes,No,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
2229-VNNKI,0,12,20.15,238.5,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,No
5673-GVKXW,0,1,19.9,2511.95,Female,No,No,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Two year,No,Electronic check,Yes
0474-VYOVZ,0,48,19.95,1329.15,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
3176-CFISM,1,25,70.35,74.45,Male,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),No
8159-ARBKC,0,48,80.0,3425.35,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),Yes
6182-WLKKY,1,53,116.15,1787.35,Female,No,No,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Electronic check,No
8485-ORPQR,0,13,74.55,469.65,Male,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
8360-MAQRG,0,70,45.65,240.45,Female,No,No,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,No
6468-PKHLQ,0,7,86.0,89.75,Male,Yes,No,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),No
5482-PVPSJ,1,40,35.2,7299.65,Female,Yes,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),No
0885-NNSGH,0,60,90.1,107.6,Female,No,No,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),Yes
6224-AOVBQ,0,10,78.0,2010.95,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,No
8111-OIYQU,0,3,24.7,2421.75,Female,No,Yes,No,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),Yes
8923-WXSQK,1,6,76.1,411.75,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,No
7899-FHZLJ,0,66,19.4,412.5,Female,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
0897-XLCDG,0,21,78.9,3023.55,Male,No,No,Yes,No,No,Yes,Yes,No internet service,No,No,No,One year,Yes,Electronic check,No
5948-VOSSU,0,2,111.05,3640.45,Male,No,No,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes
2986-ZBMFI,0,9,72.8,3084.9,Female,No,No,No,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,No
3815-XBWCA,0,13,78.95,49.7,Female,Yes,No,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
8139-XXPAB,0,29,59.8,1020.2,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,No
9961-RQJTQ,0,48,94.25,2807.1,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,Yes
0012-KZAJS,0,1,55.2,8289.2,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),No
6096-KOFNE,0,11,84.35,199.75,Male,No,Yes,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
0337-OLOEQ,0,44,26.4,733.55,Female,Yes,No,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),No
7271-TUCIH,0,2,44.2,566.1,Male,Yes,No,No,Yes,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,Yes
2863-YZNIM,0,72,20.85,2351.8,Male,No,No,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,No
2708-OMOPO,0,4,55.9,492.55,Female,Yes,No,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
8244-QSNPO,0,13,21.15,2479.05,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,Yes
3909-ZKQFS,0,27,63.8,837.95,Male,No,Yes,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),No
0330-FTQWR,0,71,100.0,374.0,Female,No,No,No,No,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,No
1128-HKBPI,1,1,84.05,5264.25,Male,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,No
6798-EWRRF,0,56,40.3,5224.35,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,No
6307-UJYTU,0,69,45.0,2979.3,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
9045-ONFQK,0,35,103.95,146.9,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
1342-XFVLV,0,44,88.05,1929.35,Female,No,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,No
5040-VEIYJ,0,7,47.85,1797.1,Male,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),No
5921-LVXHP,0,2,69.65,3415.25,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No
0817-ZUUCI,1,13,50.25,4230.25,Male,No,No,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,No
8372-CGYGO,0,3,69.6,2766.4,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),Yes
8736-RBQTL,0,13,90.05,1901.05,Female,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
4311-TLHTH,0,12,65.1,2227.8,Male,Yes,No,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No
2504-TWOGC,0,39,94.3,89.1,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,No
3122-KEEMN,0,16,24.15,1429.65,Male,Yes,No,No,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
5350-FBIHS,0,65,69.35,1592.35,Male,No,No,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,No
1433-OUUNU,0,43,49.95,6172.0,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,No
1500-EYKSG,1,47,45.45,69.6,Male,No,No,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),No
3996-IHOKP,0,68,89.15,187.45,Female,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),Yes
0193-QNEKP,0,19,109.65,3454.6,Female,No,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,No
4839-WRHQJ,0,48,49.4,883.35,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
0623-QCQNA,0,5,20.25,917.15,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,No
7128-XBKDL,1,69,50.15,3919.15,Male,No,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,No
5621-KCFFV,0,70,20.4,6424.25,Male,No,No,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),Yes
0206-ZSUHC,0,49,20.3,4386.2,Female,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,No
0529-XVAMU,1,56,60.0,6306.5,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,Yes
3806-SGZYU,0,15,88.6,19.5,Male,Yes,No,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),Yes
0671-DVVWJ,0,2,74.65,1033.95,Male,No,No,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
9266-BLMDF,0,49,75.2,3442.15,Female,Yes,No,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,No
1941-PYCOR,0,18,18.8,4447.55,Female,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
3093-FNHQN,0,65,89.2,1096.65,Female,No,No,No,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),Yes
3576-CSFPA,1,48,76.0,3877.65,Male,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,No
0560-VYUNH,0,17,48.55,767.55,Female,Yes,No,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,No
0374-SFPNI,0,5,50.4,6468.6,Male,Yes,No,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,Yes
7011-NFWNF,0,2,78.45,7752.3,Male,No,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),Yes
9119-HPZUU,0,72,24.9,4753.85,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),No
5018-PNGTM,0,1,71.05,1553.2,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),No
8998-IMISE,0,12,99.1,981.45,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,No
7898-XYOBV,0,70,25.05,1416.5,Female,Yes,No,No,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),No
3954-USVYV,0,34,89.85,324.25,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),No
7713-LSBOO,0,23,96.1,7990.05,Male,Yes,No,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No
0814-JLJOI,1,68,106.1,1208.15,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
5328-UJKMF,0,3,103.95,1378.45,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,No
0836-RHNTF,0,25,54.3,2954.5,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),No
8064-OGJRN,0,37,99.5,2199.05,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),No
9779-FPWLP,0,72,69.55,3848.0,Female,No,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4778-HHWOX,0,7,89.7,3375.9,Male,No,No,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
7913-KPMIA,1,39,59.9,70.8,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes
0475-MPRQS,0,1,92.4,5957.9,Male,Yes,No,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,No
4888-JFPZS,0,69,59.65,256.75,Female,Yes,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,No
5244-UAWBX,0,1,84.75,5743.3,Female,Yes,No,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
8797-ATTNF,1,35,19.75,100.9,Male,Yes,No,Yes,No,No,No internet service,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),No
3234-UFSLU,0,34,30.5,3089.6,Male,No,No,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,No
9832-VUXKP,0,24,45.0,718.1,Male,No,No,No,Yes,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),No
1824-TFOGB,0,71,84.0,180.3,Female,No,Yes,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,No
9931-HQPBS,0,9,70.95,514.6,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
3703-EVOWI,0,61,25.4,1633.0,Female,No,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,No
1472-SQUBC,1,36,70.1,6743.55,Male,Yes,No,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),No
7857-EVSEI,0,11,90.05,1055.9,Male,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,No
7450-YWSLL,0,41,39.0,2383.6,Male,Yes,No,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,No
3501-ZFIKZ,1,18,20.5,900.9,Female,No,No,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No
9296-YZGJU,0,27,69.7,3533.6,Female,No,No,Yes,No,No,Yes,No,No,No,No,No internet service,One year,No,Electronic check,No
5857-GWVJL,0,3,61.5,2191.7,Male,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),No
4532-PJBOO,0,14,23.95,6782.15,Female,No,No,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),No
3806-VDSHD,0,72,100.95,6362.35,Male,Yes,No,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),No
1156-USQEM,0,30,92.15,6669.45,Female,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),Yes
3194-QWUMW,0,1,19.65,137.1,Female,Yes,No,No,No,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,No
8314-XTNXW,0,3,95.45,741.4,Female,Yes,No,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
0207-HCQOM,0,55,106.1,7031.45,Female,No,No,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,No
3200-ZPVFZ,1,13,69.8,3688.6,Female,No,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No
6324-AYXSS,0,72,54.9,156.85,Female,No,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,No
9872-MRONX,0,38,19.75,727.8,Male,No,No,Yes,No,No,No,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),No
1856-ZLRDF,0,4,19.85,108.7,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,Yes
4550-GUAWU,0,1,57.5,1660.0,Female,No,No,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,Yes
5709-XPLDH,1,23,19.7,2291.2,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),No
2859-SBYPX,0,17,49.55,19.9,Male,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,No
1961-ACAMV,0,2,25.4,4018.05,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,Yes
7955-DMGVI,0,4,68.4,746.05,Male,Yes,No,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),No
0216-QHWZP,0,55,58.2,1238.65,Female,No,No,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
7396-RCWZP,0,9,20.05,98.5,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Two year,No,Mailed check,No
7582-RAKEM,0,23,74.8,487.05,Male,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),No
6658-PLCAE,0,1,56.35,1444.05,Male,Yes,No,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,Yes
5692-YZNPX,1,2,49.8,2613.4,Male,Yes,No,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
9561-WZUSY,0,56,104.4,2193.0,Female,Yes,No,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,No
